Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
36,Hawaii,Female,75 to 79 years,3460362.24079671,0,146.1018691
36,Hawaii,Female,80 to 84 years,2733942.57402563,0,115.4313023
36,Hawaii,Female,85 and over,2178348.583568,0,91.973261
36,Hawaii,Female,Total,48546328.9500871,123530557.712977,2049.701419
36,Hawaii,Male,15 to 19 years,2946382.68787056,12094365.8234355,124.4008539
36,Hawaii,Male,20 to 24 years,1857206.18990699,7623494.11118678,78.41413028
36,Hawaii,Male,25 to 29 years,1937828.65677262,7954434.69533927,81.81813607
36,Hawaii,Male,30 to 34 years,2063372.19203979,8469768.10689482,87.11877915
36,Hawaii,Male,35 to 39 years,2223559.63370663,9127308.46233289,93.88214177
36,Hawaii,Male,40 to 44 years,2366974.05905469,9715998.63203074,99.93732158
36,Hawaii,Male,45 to 49 years,2165707.73573034,8889836.92797124,91.43954477
36,Hawaii,Male,50 to 54 years,1857067.92901149,7622926.57532114,78.40829269
36,Hawaii,Male,55 to 59 years,1744492.43296436,7160824.60956031,73.65518038
36,Hawaii,Male,60 to 64 years,1866805.21972551,7662896.38525428,78.81941623
36,Hawaii,Male,65 to 69 years,1815580.66212747,7452628.87951421,76.65663584
36,Hawaii,Male,70 to 74 years,1986433.39846411,0,83.87030377
36,Hawaii,Male,75 to 79 years,2031783.80899065,0,85.78506855
36,Hawaii,Male,80 to 84 years,1761689.63374139,0,74.38127291
36,Hawaii,Male,85 and over,1545390.19048834,0,65.24877442
36,Hawaii,Male,Total,30170274.4305949,93774483.2088411,1273.835852
36,Idaho,Female,15 to 19 years,2695995.53280809,8098778.57461194,120.4961134
36,Idaho,Female,20 to 24 years,2079127.77434665,6245705.99908255,92.92553083
36,Idaho,Female,25 to 29 years,2109230.93369701,6336135.97903169,94.27097583
36,Idaho,Female,30 to 34 years,2347681.2430538,7052441.41538266,104.928388
36,Idaho,Female,35 to 39 years,2557955.70908087,7684106.53482529,114.3264955
36,Idaho,Female,40 to 44 years,2774319.37762018,8334063.63667013,123.9967567
36,Idaho,Female,45 to 49 years,2834664.24494101,8515339.79703405,126.6938391
36,Idaho,Female,50 to 54 years,2589907.91266523,7780091.04913607,115.7545825
36,Idaho,Female,55 to 59 years,2410880.61132578,7242292.50506789,107.7530507
36,Idaho,Female,60 to 64 years,2506466.03889977,7529431.4129262,112.0251915
36,Idaho,Female,65 to 69 years,2647427.66179017,7952880.54606264,118.3253977
36,Idaho,Female,70 to 74 years,3025917.05911912,0,135.2417838
36,Idaho,Female,75 to 79 years,2791921.20525382,0,124.7834612
36,Idaho,Female,80 to 84 years,2080394.02312362,0,92.98212516
36,Idaho,Female,85 and over,1705832.26871433,0,76.24128302
36,Idaho,Female,Total,37157721.5964394,82771267.4498311,1660.744975
36,Idaho,Male,15 to 19 years,1962068.97699233,7535566.61956803,87.69364897
36,Idaho,Male,20 to 24 years,1277973.40834377,4908213.66095557,57.11835454
36,Idaho,Male,25 to 29 years,1294143.51505867,4970316.93959895,57.84106902
36,Idaho,Male,30 to 34 years,1404205.87715492,5393024.94406198,62.76024886
36,Idaho,Male,35 to 39 years,1489962.23361166,5722382.75192143,66.59308446
36,Idaho,Male,40 to 44 years,1584884.11596808,6086941.88645709,70.83556845
36,Idaho,Male,45 to 49 years,1522452.14611791,5847164.24687686,68.04520414
36,Idaho,Male,50 to 54 years,1344457.61521199,5163554.41394611,60.08983147
36,Idaho,Male,55 to 59 years,1198215.46860797,4601893.50841951,53.55361505
36,Idaho,Male,60 to 64 years,1227953.45868746,4716105.90767956,54.882739
36,Idaho,Male,65 to 69 years,1326799.05128469,5095734.53276946,59.30059117
36,Idaho,Male,70 to 74 years,1609644.81888674,0,71.94223515
36,Idaho,Male,75 to 79 years,1471169.57542034,0,65.75315641
36,Idaho,Male,80 to 84 years,1113118.40371575,0,49.75024615
36,Idaho,Male,85 and over,906435.668066472,0,40.51266914
36,Idaho,Male,Total,20733484.3331287,60040899.4122545,926.672262
36,Illinois,Female,15 to 19 years,22701438.7205633,78635495.0729786,1063.162652
36,Illinois,Female,20 to 24 years,17100391.3466633,59234031.641726,800.8522119
36,Illinois,Female,25 to 29 years,18193026.5134532,63018809.7050141,852.0229291
36,Illinois,Female,30 to 34 years,18997045.04833,65803848.8523622,889.6770394
36,Illinois,Female,35 to 39 years,20925335.7698654,72483253.5103239,979.9835042
36,Illinois,Female,40 to 44 years,23115433.1124835,80069529.909572,1082.550999
36,Illinois,Female,45 to 49 years,22884726.0646326,79270383.9546445,1071.746436
36,Illinois,Female,50 to 54 years,19527356.6233091,67640794.6845062,914.5127984
36,Illinois,Female,55 to 59 years,16076131.881039,55686100.1139504,752.8836922
36,Illinois,Female,60 to 64 years,14799175.6156623,51262852.3475662,693.0807772
36,Illinois,Female,65 to 69 years,12697676.2060584,43983470.2562413,594.6625354
36,Illinois,Female,70 to 74 years,12900926.405632,0,604.1812282
36,Illinois,Female,75 to 79 years,11496204.9614145,0,538.3947645
36,Illinois,Female,80 to 84 years,8641546.10667489,0,404.7042651
36,Illinois,Female,85 and over,7195501.94660492,0,336.9825598
36,Illinois,Female,Total,247251916.322386,717088570.048885,11579.39839
36,Illinois,Male,15 to 19 years,16688895.0917372,73077318.9821289,781.5808584
36,Illinois,Male,20 to 24 years,9345587.49953051,40922450.2295973,437.6762068
36,Illinois,Male,25 to 29 years,9378322.70970521,41065791.1387907,439.209275
36,Illinois,Male,30 to 34 years,10052818.4970352,44019272.6923551,470.7975254
36,Illinois,Male,35 to 39 years,10736549.2266391,47013192.2029333,502.8182702
36,Illinois,Male,40 to 44 years,11357070.9351486,49730332.1081709,531.8787854
36,Illinois,Male,45 to 49 years,10578611.3244392,46321613.8572736,495.4216606
36,Illinois,Male,50 to 54 years,8793063.94134786,38503060.5645232,411.8002076
36,Illinois,Male,55 to 59 years,7311468.34516073,32015451.0858891,342.4135435
36,Illinois,Male,60 to 64 years,6797216.80574995,29763646.9025685,318.3299144
36,Illinois,Male,65 to 69 years,5779631.50908953,25307845.3107427,270.673962
36,Illinois,Male,70 to 74 years,5817511.31404709,0,272.4479639
36,Illinois,Male,75 to 79 years,5197488.39814084,0,243.4108083
36,Illinois,Male,80 to 84 years,3963023.77646476,0,185.5978786
36,Illinois,Male,85 and over,2963351.76371339,0,138.7808481
36,Illinois,Male,Total,124760611.137949,467739975.074973,5842.837708
36,Indiana,Female,15 to 19 years,11940707.0932224,36921480.6725346,547.3557802
36,Indiana,Female,20 to 24 years,8672672.61337288,26816495.1852491,397.5507855
36,Indiana,Female,25 to 29 years,8929275.06735938,27609927.4729203,409.3133081
36,Indiana,Female,30 to 34 years,10189251.3539547,31505860.0797745,467.0699633
36,Indiana,Female,35 to 39 years,11586522.5468058,35826317.9001009,531.1201455
36,Indiana,Female,40 to 44 years,12536351.7974911,38763254.7203075,574.6598225
36,Indiana,Female,45 to 49 years,13044141.6123254,40333375.4583631,597.9366425
36,Indiana,Female,50 to 54 years,11645479.4887032,36008616.7852327,533.8227009
36,Indiana,Female,55 to 59 years,10147916.2330246,31378049.0668586,465.175183
36,Indiana,Female,60 to 64 years,10000993.8066236,30923754.9045132,458.4403356
36,Indiana,Female,65 to 69 years,9578202.48464059,29616455.3031378,439.0598021
36,Indiana,Female,70 to 74 years,10554528.1187295,0,483.8140596
36,Indiana,Female,75 to 79 years,9707710.73280993,0,444.9963926
36,Indiana,Female,80 to 84 years,7195808.51358582,0,329.8521061
36,Indiana,Female,85 and over,5335910.08752643,0,244.5953331
36,Indiana,Female,Total,151065471.550175,365703587.548992,6924.762361
36,Indiana,Male,15 to 19 years,8474094.66976292,33540831.0450201,388.4480762
36,Indiana,Male,20 to 24 years,4670978.82447753,18487935.0151337,214.1152311
36,Indiana,Male,25 to 29 years,4466126.53461631,17677120.8442775,204.7249091
36,Indiana,Male,30 to 34 years,5015012.11760519,19849633.5809794,229.8855377
36,Indiana,Male,35 to 39 years,5613688.52021573,22219220.5224906,257.3285515
36,Indiana,Male,40 to 44 years,5959563.22069159,23588207.4577915,273.1832672
36,Indiana,Male,45 to 49 years,5709485.83268511,22598390.4040318,261.7198503
36,Indiana,Male,50 to 54 years,4834913.39712185,19136795.1019958,221.6299063
36,Indiana,Male,55 to 59 years,4275858.11197438,16924030.2469059,196.0031039
36,Indiana,Male,60 to 64 years,4289410.75960621,16977672.2089262,196.6243502
36,Indiana,Male,65 to 69 years,4101252.92670004,16232935.4164731,187.9992933
36,Indiana,Male,70 to 74 years,4473076.18787074,0,205.0434775
36,Indiana,Male,75 to 79 years,4040937.0774632,0,185.2344463
36,Indiana,Male,80 to 84 years,3008629.60868014,0,137.9140108
36,Indiana,Male,85 and over,2074440.73083398,0,95.09128026
36,Indiana,Male,Total,71007468.5203049,227232771.844025,3254.945292
36,Iowa,Female,15 to 19 years,3830889.71889061,12257711.1805926,178.2833857
36,Iowa,Female,20 to 24 years,2996334.37505676,9587381.53928464,139.4445354
36,Iowa,Female,25 to 29 years,3025021.43959741,9679171.63964288,140.7795848
36,Iowa,Female,30 to 34 years,3205600.09725163,10256969.7996864,149.1834222
36,Iowa,Female,35 to 39 years,3585435.03336817,11472328.968147,166.8603233
36,Iowa,Female,40 to 44 years,4262461.27920515,13638612.2057532,198.3680252
36,Iowa,Female,45 to 49 years,4569775.64972173,14621927.0677975,212.6699369
36,Iowa,Female,50 to 54 years,4094754.40554506,13101999.9378019,190.5632196
36,Iowa,Female,55 to 59 years,3667099.27350976,11733630.3218514,170.6608444
36,Iowa,Female,60 to 64 years,3567447.69078681,11414774.8054205,166.0232216
36,Iowa,Female,65 to 69 years,3375952.19980931,10802046.0157575,157.1113324
36,Iowa,Female,70 to 74 years,3904676.98354839,0,181.7173251
36,Iowa,Female,75 to 79 years,3648164.65944538,0,169.7796582
36,Iowa,Female,80 to 84 years,2785637.50687602,0,129.6390454
36,Iowa,Female,85 and over,2398412.65182859,0,111.6182295
36,Iowa,Female,Total,52917662.9644408,128566553.481736,2462.70209
36,Iowa,Male,15 to 19 years,2770139.2063061,11154071.2682087,128.9177796
36,Iowa,Male,20 to 24 years,1816099.51359894,7312594.02369662,84.51832179
36,Iowa,Male,25 to 29 years,1859407.77581617,7486976.39486901,86.53381798
36,Iowa,Male,30 to 34 years,1990683.15404423,8015561.71692916,92.64316088
36,Iowa,Male,35 to 39 years,2094935.76851866,8435338.84910278,97.49490823
36,Iowa,Male,40 to 44 years,2308227.67771669,9294166.86421164,107.4211673
36,Iowa,Male,45 to 49 years,2190144.20743332,8818699.26311066,101.9257544
36,Iowa,Male,50 to 54 years,1857482.04043179,7479222.34782608,86.44419738
36,Iowa,Male,55 to 59 years,1719387.05637117,6923177.62253292,80.01748111
36,Iowa,Male,60 to 64 years,1732358.4086567,6975407.26771049,80.62114678
36,Iowa,Male,65 to 69 years,1672377.2159045,6733890.70522614,77.82971948
36,Iowa,Male,70 to 74 years,1964299.52769498,0,91.41530976
36,Iowa,Male,75 to 79 years,1886488.49527732,0,87.79411068
36,Iowa,Male,80 to 84 years,1510714.73523495,0,70.30621019
36,Iowa,Male,85 and over,1184447.62382475,0,55.12226872
36,Iowa,Male,Total,28557192.4068303,88629106.3234242,1329.005354
36,Kensas,Female,15 to 19 years,5234383.66652378,16620429.2047353,255.0363209
36,Kensas,Female,20 to 24 years,3819412.91020934,12127556.1598152,186.09431
36,Kensas,Female,25 to 29 years,3848828.10024782,12220956.4748714,187.5275144
36,Kensas,Female,30 to 34 years,4102469.76699853,13026329.8739522,199.8857674
36,Kensas,Female,35 to 39 years,4374750.67119954,13890887.3424878,213.1521851
36,Kensas,Female,40 to 44 years,4652059.79209847,14771410.6104334,226.6635939
36,Kensas,Female,45 to 49 years,4735943.74952392,15037762.384515,230.7506952
36,Kensas,Female,50 to 54 years,4020508.07672475,12766081.7611881,195.8923253
36,Kensas,Female,55 to 59 years,3381996.04280691,10738652.223691,164.7819271
36,Kensas,Female,60 to 64 years,3185579.91679914,10114983.7032005,155.21189
36,Kensas,Female,65 to 69 years,3119594.74975185,9905464.90073169,151.9968765
36,Kensas,Female,70 to 74 years,3585814.67401382,0,174.7126386
36,Kensas,Female,75 to 79 years,3365984.16675388,0,164.0017761
36,Kensas,Female,80 to 84 years,2447086.56982269,0,119.2300747
36,Kensas,Female,85 and over,2040658.64494454,0,99.42757469
36,Kensas,Female,Total,55915071.498419,141220514.639622,2724.36547
36,Kensas,Male,15 to 19 years,3774310.42492179,15234336.7410668,183.8967691
36,Kensas,Male,20 to 24 years,2231772.4350122,9008154.86185429,108.7392647
36,Kensas,Male,25 to 29 years,2155266.16728189,8699350.83828755,105.0116287
36,Kensas,Male,30 to 34 years,2206272.47832705,8905228.79502652,107.4968232
36,Kensas,Male,35 to 39 years,2206558.28262738,8906382.39355528,107.5107486
36,Kensas,Male,40 to 44 years,2212797.34332792,8931565.25902187,107.814736
36,Kensas,Male,45 to 49 years,2136593.5021354,8623981.92670663,104.1018352
36,Kensas,Male,50 to 54 years,1845933.24293678,7450783.17849573,89.93991516
36,Kensas,Male,55 to 59 years,1692593.99687706,6831856.42179066,82.46872472
36,Kensas,Male,60 to 64 years,1693754.14329486,6836539.14769498,82.52525086
36,Kensas,Male,65 to 69 years,1556183.4887508,6281259.52279325,75.82235787
36,Kensas,Male,70 to 74 years,1740029.37570661,0,84.77993179
36,Kensas,Male,75 to 79 years,1707132.48228166,0,83.17708736
36,Kensas,Male,80 to 84 years,1380960.30296383,0,67.2849102
36,Kensas,Male,85 and over,1103756.40623376,0,53.77862819
36,Kensas,Male,Total,29643914.072679,95709439.0862936,1444.348612
36,Kentucky,Female,15 to 19 years,7353941.04703453,21443634.1754003,348.8099881
36,Kentucky,Female,20 to 24 years,5499141.36250433,16035153.7906205,260.8336701
36,Kentucky,Female,25 to 29 years,5820791.46094669,16973065.4490585,276.0900838
36,Kentucky,Female,30 to 34 years,6691332.64843137,19511509.3446031,317.3813397
36,Kentucky,Female,35 to 39 years,7701427.22371534,22456882.2292118,365.2918511
36,Kentucky,Female,40 to 44 years,8576427.17071288,25008327.5898563,406.7945936
36,Kentucky,Female,45 to 49 years,8892806.78758334,25930870.8522148,421.8010193
36,Kentucky,Female,50 to 54 years,7879168.11815355,22975163.6097619,373.7224054
36,Kentucky,Female,55 to 59 years,7090379.32148785,20675104.5952592,336.3088052
36,Kentucky,Female,60 to 64 years,7292511.70500982,21264510.0391598,345.8962895
36,Kentucky,Female,65 to 69 years,7077543.27136184,20637675.4723713,335.6999694
36,Kentucky,Female,70 to 74 years,7821948.93276155,0,371.0084017
36,Kentucky,Female,75 to 79 years,6604413.28309324,0,313.2586057
36,Kentucky,Female,80 to 84 years,4395643.65325403,0,208.4928884
36,Kentucky,Female,85 and over,3213850.27358666,0,152.4384094
36,Kentucky,Female,Total,101911326.259637,232911897.147518,4833.82832
36,Kentucky,Male,15 to 19 years,5783860.82591718,20742151.1516843,274.3384007
36,Kentucky,Male,20 to 24 years,3354588.24169367,12030264.6372614,159.1138516
36,Kentucky,Male,25 to 29 years,3329261.97348849,11939439.2700835,157.9125835
36,Kentucky,Male,30 to 34 years,3762430.4795092,13492873.3682503,178.4585058
36,Kentucky,Male,35 to 39 years,4206081.84860013,15083901.2358471,199.5016482
36,Kentucky,Male,40 to 44 years,4488114.68843032,16095330.792949,212.8789476
36,Kentucky,Male,45 to 49 years,4273480.12000825,15325605.7261497,202.6984633
36,Kentucky,Male,50 to 54 years,3552127.07377604,12738680.7690984,168.4834559
36,Kentucky,Male,55 to 59 years,3147483.00816238,11287541.3616664,149.2904966
36,Kentucky,Male,60 to 64 years,3282165.11242873,11770539.9413697,155.6786989
36,Kentucky,Male,65 to 69 years,3198140.42901684,11469209.6126743,151.6932646
36,Kentucky,Male,70 to 74 years,3592974.39605176,0,170.4209142
36,Kentucky,Male,75 to 79 years,3171426.69255478,0,150.4261864
36,Kentucky,Male,80 to 84 years,2243919.46359277,0,106.4329339
36,Kentucky,Male,85 and over,1533379.2446745,0,72.73079736
36,Kentucky,Male,Total,52919433.597905,151975537.867034,2510.059149
36,Louisiana,Female,15 to 19 years,5539952.79179355,15530758.686438,296.6664107
36,Louisiana,Female,20 to 24 years,4594819.96465179,12881163.9305561,246.0542171
36,Louisiana,Female,25 to 29 years,4613003.69484921,12932140.3804157,247.0279622
36,Louisiana,Female,30 to 34 years,4559908.76198951,12783293.5182297,244.18471
36,Louisiana,Female,35 to 39 years,4780490.43819341,13401674.3804002,255.9969359
36,Louisiana,Female,40 to 44 years,5441687.27638932,15255280.1644545,291.404258
36,Louisiana,Female,45 to 49 years,5760732.68877196,16149695.2426967,308.4892515
36,Louisiana,Female,50 to 54 years,5267716.98406036,14767570.1188432,282.0880879
36,Louisiana,Female,55 to 59 years,4681662.36361007,13124618.7744259,250.7046579
36,Louisiana,Female,60 to 64 years,4618124.90084247,12946497.2201676,247.3022046
36,Louisiana,Female,65 to 69 years,4535921.89274932,12716048.4907334,242.9002047
36,Louisiana,Female,70 to 74 years,5061455.55564016,0,271.0427163
36,Louisiana,Female,75 to 79 years,4342232.57157777,0,232.5280738
36,Louisiana,Female,80 to 84 years,2876457.99965548,0,154.0353325
36,Louisiana,Female,85 and over,2092216.8090712,0,112.0389423
36,Louisiana,Female,Total,68766384.6938456,152488740.907361,3682.463965
36,Louisiana,Male,15 to 19 years,4139807.7281283,16122234.1590028,221.6881526
36,Louisiana,Male,20 to 24 years,2704734.93844448,10533428.8158724,144.8395025
36,Louisiana,Male,25 to 29 years,2586511.47680079,10073014.5993481,138.5085947
36,Louisiana,Male,30 to 34 years,2502892.41666862,9747365.15953319,134.0307648
36,Louisiana,Male,35 to 39 years,2530945.40068036,9856615.83173782,135.5330119
36,Louisiana,Male,40 to 44 years,2726528.09425595,10618300.9606991,146.0065336
36,Louisiana,Male,45 to 49 years,2618825.19052587,10198858.4291673,140.2390054
36,Louisiana,Male,50 to 54 years,2265400.04607914,8822465.2943524,121.3129652
36,Louisiana,Male,55 to 59 years,2066444.99343073,8047646.71422364,110.6588526
36,Louisiana,Male,60 to 64 years,2130672.70292638,8297777.69614085,114.0982689
36,Louisiana,Male,65 to 69 years,2053528.50216884,7997344.20978074,109.9671699
36,Louisiana,Male,70 to 74 years,2270430.46121348,0,121.5823457
36,Louisiana,Male,75 to 79 years,2001435.4113487,0,107.1775667
36,Louisiana,Male,80 to 84 years,1437984.87919982,0,77.00459351
36,Louisiana,Male,85 and over,1018142.21544766,0,54.52187194
36,Louisiana,Male,Total,35054284.4573191,110315051.869858,1877.1692
36,Maine,Female,15 to 19 years,2837891.88500111,9080412.5518301,136.9851445
36,Maine,Female,20 to 24 years,2020717.46255606,6465696.70524611,97.54010542
36,Maine,Female,25 to 29 years,2012919.79221994,6440746.47230405,97.16371159
36,Maine,Female,30 to 34 years,2250068.16442923,7199550.94510181,108.6108721
36,Maine,Female,35 to 39 years,2717167.65828237,8694130.8229874,131.1577817
36,Maine,Female,40 to 44 years,3231868.02559345,10341019.3815208,156.0023872
36,Maine,Female,45 to 49 years,3290980.40545989,10530161.4693307,158.8557439
36,Maine,Female,50 to 54 years,2845065.85520514,9103367.1292865,137.3314323
36,Maine,Female,55 to 59 years,2486557.75040626,7956247.49729695,120.0262331
36,Maine,Female,60 to 64 years,2484475.92878752,7949586.28541027,119.9257435
36,Maine,Female,65 to 69 years,2462719.59594838,7879972.47142447,118.8755645
36,Maine,Female,70 to 74 years,2819658.83283631,0,136.1050344
36,Maine,Female,75 to 79 years,2641509.97100699,0,127.5057824
36,Maine,Female,80 to 84 years,1957475.6735169,0,94.48742196
36,Maine,Female,85 and over,1572111.17520608,0,75.88586361
36,Maine,Female,Total,37631188.1764557,91640891.7317391,1816.458822
36,Maine,Male,15 to 19 years,1912054.65023329,7698961.04457907,92.29494752
36,Maine,Male,20 to 24 years,1094840.10201382,4408415.46784186,52.84797155
36,Maine,Male,25 to 29 years,1028827.83859128,4142614.56905864,49.66155719
36,Maine,Male,30 to 34 years,1139257.47397113,4587263.71172452,54.99199971
36,Maine,Male,35 to 39 years,1385160.64604739,5577402.22179407,66.86175477
36,Maine,Male,40 to 44 years,1669072.10203266,6720582.53804373,80.56617108
36,Maine,Male,45 to 49 years,1608175.32420808,6475379.33731168,77.6266814
36,Maine,Male,50 to 54 years,1315164.92721783,5295561.78774039,63.48305888
36,Maine,Male,55 to 59 years,1209547.38520952,4870288.72274356,58.38489628
36,Maine,Male,60 to 64 years,1318339.28928383,5308343.47778497,63.63628545
36,Maine,Male,65 to 69 years,1266464.24014243,5099466.6120131,61.13227494
36,Maine,Male,70 to 74 years,1404627.62255586,0,67.80142643
36,Maine,Male,75 to 79 years,1359740.29021585,0,65.63471327
36,Maine,Male,80 to 84 years,1052829.34237444,0,50.82011065
36,Maine,Male,85 and over,845052.049052116,0,40.79069315
36,Maine,Male,Total,19609153.2831495,60184279.4906356,946.5345423
36,Maryland,Female,15 to 19 years,9159344.40723005,37731881.9420748,465.5054156
36,Maryland,Female,20 to 24 years,7566873.89770034,31171706.1707193,384.5712773
36,Maryland,Female,25 to 29 years,8427125.79232775,34715510.343309,428.2918645
36,Maryland,Female,30 to 34 years,9077145.85124395,37393265.3258213,461.3278379
36,Maryland,Female,35 to 39 years,10408605.8660282,42878209.4282372,528.9966381
36,Maryland,Female,40 to 44 years,12326813.4038763,50780257.5596899,626.4857113
36,Maryland,Female,45 to 49 years,12235810.2329779,50405370.3682023,621.8606566
36,Maryland,Female,50 to 54 years,10060270.5023707,41443243.3178462,511.2931879
36,Maryland,Female,55 to 59 years,8412134.79583762,34653754.9943876,427.529977
36,Maryland,Female,60 to 64 years,8092222.88809025,33335879.1947332,411.2710922
36,Maryland,Female,65 to 69 years,6986905.46937426,28782528.5948159,355.0955384
36,Maryland,Female,70 to 74 years,6796333.07384012,0,345.4100764
36,Maryland,Female,75 to 79 years,5928838.19305421,0,301.3213789
36,Maryland,Female,80 to 84 years,4317498.06634461,0,219.42823
36,Maryland,Female,85 and over,3607582.47921049,0,183.3481859
36,Maryland,Female,Total,123403504.919507,423291607.239837,6271.737068
36,Maryland,Male,15 to 19 years,7075712.48840935,34202598.9580576,359.6089781
36,Maryland,Male,20 to 24 years,4154094.48406554,20080073.6187506,211.1235688
36,Maryland,Male,25 to 29 years,4133881.37313611,19982367.4262016,210.0962777
36,Maryland,Male,30 to 34 years,4385283.03901259,21197593.506889,222.8732661
36,Maryland,Male,35 to 39 years,4757367.90208852,22996178.3661519,241.7837373
36,Maryland,Male,40 to 44 years,5328086.88538779,25754921.3952829,270.7893916
36,Maryland,Male,45 to 49 years,5003345.12424103,24185183.7554862,254.2850392
36,Maryland,Male,50 to 54 years,3959051.9723777,19137276.5763384,201.2109221
36,Maryland,Male,55 to 59 years,3247703.51319671,15698758.3905509,165.0580551
36,Maryland,Male,60 to 64 years,3217129.3643113,15550968.9835442,163.5041849
36,Maryland,Male,65 to 69 years,3010611.4857761,14552702.2805403,153.0083255
36,Maryland,Male,70 to 74 years,3182906.03219164,0,161.7648523
36,Maryland,Male,75 to 79 years,2852951.88035978,0,144.9955905
36,Maryland,Male,80 to 84 years,2091613.86097237,0,106.3021038
36,Maryland,Male,85 and over,1574165.11468478,0,80.00380303
36,Maryland,Male,Total,57973904.5202113,233338623.257794,2946.408096
36,Massacheusetts,Female,15 to 19 years,12210362.0627266,50181058.0250233,581.8174633
36,Massacheusetts,Female,20 to 24 years,9035588.40874768,37133656.1438823,430.5411338
36,Massacheusetts,Female,25 to 29 years,9171414.27172258,37691861.1730393,437.0131662
36,Massacheusetts,Female,30 to 34 years,9479607.76486687,38958447.3301867,451.6984275
36,Massacheusetts,Female,35 to 39 years,11258751.345737,46270213.0917465,536.4737027
36,Massacheusetts,Female,40 to 44 years,13995486.3945152,57517402.9438045,666.8777182
36,Massacheusetts,Female,45 to 49 years,14135421.1902419,58092494.4986667,673.5455392
36,Massacheusetts,Female,50 to 54 years,11857974.5871416,48732847.3766591,565.0263815
36,Massacheusetts,Female,55 to 59 years,9908813.89027565,40722360.4208215,472.1498783
36,Massacheusetts,Female,60 to 64 years,9681634.90871566,39788720.484744,461.3249168
36,Massacheusetts,Female,65 to 69 years,8636424.82556851,35493209.2164209,411.5211947
36,Massacheusetts,Female,70 to 74 years,9011378.1095799,0,429.3875255
36,Massacheusetts,Female,75 to 79 years,8466074.98781932,0,403.4041127
36,Massacheusetts,Female,80 to 84 years,6476331.75827397,0,308.5938726
36,Massacheusetts,Female,85 and over,5514526.06914298,0,262.7643269
36,Massacheusetts,Female,Total,148839790.575076,490582270.704995,7092.13936
36,Massacheusetts,Male,15 to 19 years,9515801.16847146,48418427.8876116,453.4230245
36,Massacheusetts,Male,20 to 24 years,5445823.18222845,27709510.988003,259.4906697
36,Massacheusetts,Male,25 to 29 years,5155869.36147371,26234164.045334,245.6745195
36,Massacheusetts,Male,30 to 34 years,5245051.1450885,26687939.9999166,249.9239856
36,Massacheusetts,Male,35 to 39 years,6047869.23162609,30772849.8190374,288.1778539
36,Massacheusetts,Male,40 to 44 years,7350954.89295625,37403227.8615654,350.2692145
36,Massacheusetts,Male,45 to 49 years,7132386.83422164,36291106.9163064,339.8545591
36,Massacheusetts,Male,50 to 54 years,5769925.29284362,29358611.7198507,274.9339684
36,Massacheusetts,Male,55 to 59 years,4682891.71448638,23827552.8007669,223.1373782
36,Massacheusetts,Male,60 to 64 years,4517790.19892766,22987481.041838,215.2703761
36,Massacheusetts,Male,65 to 69 years,4093941.02850232,20830845.9745292,195.0741814
36,Massacheusetts,Male,70 to 74 years,4337626.07985043,0,206.6856486
36,Massacheusetts,Male,75 to 79 years,4335066.22102509,0,206.5636726
36,Massacheusetts,Male,80 to 84 years,3520375.63523853,0,167.7440858
36,Massacheusetts,Male,85 and over,2718057.47238601,0,129.5140386
36,Massacheusetts,Male,Total,79869429.4593261,330521719.054759,3805.737176
36,Michigan,Female,15 to 19 years,21171231.7923928,71159821.4922665,869.8189536
36,Michigan,Female,20 to 24 years,15410131.4573503,51795862.1600576,633.1244469
36,Michigan,Female,25 to 29 years,14641153.0329527,49211205.398083,601.5310085
36,Michigan,Female,30 to 34 years,16682158.5414222,56071344.1501233,685.3856133
36,Michigan,Female,35 to 39 years,19823800.8530147,66630895.3504369,814.4598237
36,Michigan,Female,40 to 44 years,22876034.7832444,76889930.9964322,939.8606955
36,Michigan,Female,45 to 49 years,23741376.0436851,79798478.3226665,975.413196
36,Michigan,Female,50 to 54 years,21734576.0044496,73053309.5028726,892.9639211
36,Michigan,Female,55 to 59 years,18832371.6938435,63298546.874889,773.7270085
36,Michigan,Female,60 to 64 years,18034933.3010549,60618231.7076673,740.9642937
36,Michigan,Female,65 to 69 years,16817466.5987794,56526135.6947261,690.9447378
36,Michigan,Female,70 to 74 years,17884440.2231847,0,734.7812934
36,Michigan,Female,75 to 79 years,16377769.9985375,0,672.8798259
36,Michigan,Female,80 to 84 years,12113684.4303586,0,497.6900928
36,Michigan,Female,85 and over,9440673.18984745,0,387.8695654
36,Michigan,Female,Total,265581801.944118,705053761.650221,10911.41448
36,Michigan,Male,15 to 19 years,15767687.7907503,68580675.5696428,647.8146302
36,Michigan,Male,20 to 24 years,8944482.18045514,38903524.6446275,367.4835837
36,Michigan,Male,25 to 29 years,7972467.51666606,34675801.2655941,327.548412
36,Michigan,Male,30 to 34 years,8823169.81378056,38375883.2953121,362.4994715
36,Michigan,Male,35 to 39 years,10053135.3996842,43725549.7732446,413.0325434
36,Michigan,Male,40 to 44 years,11222120.294421,48809984.1478766,461.0602268
36,Michigan,Male,45 to 49 years,10791058.8465398,46935106.5056988,443.3500897
36,Michigan,Male,50 to 54 years,9385879.13596751,40823355.998796,385.6183546
