Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
36,Michigan,Male,55 to 59 years,8342100.42085947,36283498.8949969,342.7347605
36,Michigan,Male,60 to 64 years,8261736.90508147,35933962.2808562,339.4330297
36,Michigan,Male,65 to 69 years,7630540.58443699,33188609.2106194,313.5003618
36,Michigan,Male,70 to 74 years,7924339.59895479,0,325.571079
36,Michigan,Male,75 to 79 years,7242972.30439806,0,297.5771392
36,Michigan,Male,80 to 84 years,5651820.87646759,0,232.2047658
36,Michigan,Male,85 and over,3876448.58717795,0,159.263688
36,Michigan,Male,Total,131889960.255641,466235951.587265,5418.692136
36,Minnesota,Female,15 to 19 years,8668601.31320498,33038359.3711728,407.4422357
36,Minnesota,Female,20 to 24 years,6544351.36151217,24942274.3440168,307.5980835
36,Minnesota,Female,25 to 29 years,7091035.63121989,27025834.3916634,333.2933777
36,Minnesota,Female,30 to 34 years,7128475.12742861,27168526.3307349,335.0531116
36,Minnesota,Female,35 to 39 years,7616861.2135128,29029896.3996699,358.0082703
36,Minnesota,Female,40 to 44 years,8828012.51547667,33645918.122366,414.9348928
36,Minnesota,Female,45 to 49 years,9025285.71909875,34397779.0927904,424.2071424
36,Minnesota,Female,50 to 54 years,7533929.88729668,28713822.9225702,354.110326
36,Minnesota,Female,55 to 59 years,6277737.7317689,23926138.4537558,295.06669
36,Minnesota,Female,60 to 64 years,5851331.68026556,22300990.8828149,275.0247215
36,Minnesota,Female,65 to 69 years,5346733.46975734,20377832.0692442,251.3075593
36,Minnesota,Female,70 to 74 years,5751126.08888083,0,270.3148509
36,Minnesota,Female,75 to 79 years,5224415.05584039,0,245.5583403
36,Minnesota,Female,80 to 84 years,3986950.19966186,0,187.3949262
36,Minnesota,Female,85 and over,3551670.09763059,0,166.9358588
36,Minnesota,Female,Total,98426517.092556,304567372.380799,4626.250387
36,Minnesota,Male,15 to 19 years,6673291.50206822,30951408.6509566,313.6585374
36,Minnesota,Male,20 to 24 years,4013344.20658927,18614300.9872407,188.6354992
36,Minnesota,Male,25 to 29 years,4039406.88456087,18735182.3538328,189.8604991
36,Minnesota,Male,30 to 34 years,4086780.86863331,18954907.7382246,192.0871746
36,Minnesota,Male,35 to 39 years,4260015.30296946,19758386.7662115,200.2295522
36,Minnesota,Male,40 to 44 years,4791115.30622829,22221682.9117933,225.1923536
36,Minnesota,Male,45 to 49 years,4538117.02613761,21048251.007515,213.3009098
36,Minnesota,Male,50 to 54 years,3567288.21162582,16545447.6519647,167.6699426
36,Minnesota,Male,55 to 59 years,3109945.62459229,14424245.9480719,146.1738927
36,Minnesota,Male,60 to 64 years,3038184.72515569,14091411.5554886,142.8009816
36,Minnesota,Male,65 to 69 years,2829834.45322068,13125061.6804382,133.0080869
36,Minnesota,Male,70 to 74 years,3070288.43089382,0,144.3099224
36,Minnesota,Male,75 to 79 years,2857834.41144682,0,134.324143
36,Minnesota,Male,80 to 84 years,2190523.06408463,0,102.959126
36,Minnesota,Male,85 and over,1707816.42372151,0,80.27091301
36,Minnesota,Male,Total,54773786.4419283,208470287.251738,2574.481534
36,Mississippi,Female,15 to 19 years,3642097.34220821,10370662.9435806,202.1277904
36,Mississippi,Female,20 to 24 years,2723534.4995424,7755108.02049094,151.1497247
36,Mississippi,Female,25 to 29 years,2752738.87976956,7838265.8153972,152.7704987
36,Mississippi,Female,30 to 34 years,2973132.82868011,8465824.92329579,165.0018417
36,Mississippi,Female,35 to 39 years,3361326.19081221,9571183.2202727,186.5456554
36,Mississippi,Female,40 to 44 years,3715622.53821298,10580021.7151844,206.2082649
36,Mississippi,Female,45 to 49 years,3925183.10997497,11176733.4040295,217.8383811
36,Mississippi,Female,50 to 54 years,3586009.62400822,10210956.3882434,199.0150547
36,Mississippi,Female,55 to 59 years,3103813.09159562,8837929.46437145,172.2542873
36,Mississippi,Female,60 to 64 years,3038519.40109738,8652009.43179781,168.6306419
36,Mississippi,Female,65 to 69 years,3096681.19902679,8817621.81000869,171.8584841
36,Mississippi,Female,70 to 74 years,3669052.62806721,0,203.623745
36,Mississippi,Female,75 to 79 years,3084424.76140792,0,171.1782808
36,Mississippi,Female,80 to 84 years,2012611.29812634,0,111.695168
36,Mississippi,Female,85 and over,1482454.84708557,0,82.27273861
36,Mississippi,Female,Total,46167202.2396155,102276317.136672,2562.170558
36,Mississippi,Male,15 to 19 years,2606323.7569015,9895142.88609838,144.6448056
36,Mississippi,Male,20 to 24 years,1572315.1947667,5969436.25019801,87.25977542
36,Mississippi,Male,25 to 29 years,1506866.57038549,5720954.65299207,83.62753153
36,Mississippi,Male,30 to 34 years,1591548.44265786,6042457.00809229,88.3271752
36,Mississippi,Male,35 to 39 years,1708523.58726768,6486563.68017062,94.81901913
36,Mississippi,Male,40 to 44 years,1791563.15251526,6801830.86873399,99.42751864
36,Mississippi,Male,45 to 49 years,1716997.37762711,6518735.18847664,95.28929445
36,Mississippi,Male,50 to 54 years,1483032.23660115,5630465.45809965,82.30478236
36,Mississippi,Male,55 to 59 years,1358805.21488019,5158826.38141616,75.4104764
36,Mississippi,Male,60 to 64 years,1463240.35318053,5555323.79010333,81.20637963
36,Mississippi,Male,65 to 69 years,1471788.36525786,5587777.0878463,81.68077409
36,Mississippi,Male,70 to 74 years,1713961.90535334,0,95.12083292
36,Mississippi,Male,75 to 79 years,1458157.24310284,0,80.92427904
36,Mississippi,Male,80 to 84 years,1035268.00052216,0,57.45492604
36,Mississippi,Male,85 and over,744100.446214982,0,41.29581527
36,Mississippi,Male,Total,23222491.8472346,69367513.2522274,1288.793386
36,Missouri,Female,15 to 19 years,8526765.98603798,27533426.712514,433.3558787
36,Missouri,Female,20 to 24 years,7226657.77816793,23335301.1724978,367.2804715
36,Missouri,Female,25 to 29 years,7584266.34307426,24490040.1708165,385.4552137
36,Missouri,Female,30 to 34 years,7674289.06246838,24780728.8036414,390.0304389
36,Missouri,Female,35 to 39 years,8284101.06345626,26749847.4665793,421.0229179
36,Missouri,Female,40 to 44 years,9091894.58385245,29358260.0498601,462.0774128
36,Missouri,Female,45 to 49 years,9594903.68003556,30982505.8786026,487.6418471
36,Missouri,Female,50 to 54 years,8333884.65855904,26910601.610588,423.5530698
36,Missouri,Female,55 to 59 years,7092956.3944741,22903571.5747436,360.4853652
36,Missouri,Female,60 to 64 years,6975210.02237577,22523361.6437871,354.5011407
36,Missouri,Female,65 to 69 years,6912780.62162271,22321773.4527713,351.3282909
36,Missouri,Female,70 to 74 years,7666432.49555759,0,389.6311445
36,Missouri,Female,75 to 79 years,7139042.27884533,0,362.8275884
36,Missouri,Female,80 to 84 years,5128260.13988473,0,260.6335957
36,Missouri,Female,85 and over,3936019.94967292,0,200.0403654
36,Missouri,Female,Total,111167465.058085,281889418.536402,5649.864741
36,Missouri,Male,15 to 19 years,6662301.16895054,27412727.1077664,338.5981721
36,Missouri,Male,20 to 24 years,3890632.40647546,16008409.3664809,197.7336341
36,Missouri,Male,25 to 29 years,3852307.45868751,15850717.4056271,195.785845
36,Missouri,Male,30 to 34 years,4020165.85194346,16541388.1229039,204.3169131
36,Missouri,Male,35 to 39 years,4231076.04042624,17409199.9036248,215.0360029
36,Missouri,Male,40 to 44 years,4479547.57634008,18431561.7325673,227.6640732
36,Missouri,Male,45 to 49 years,4486871.46137382,18461696.6149011,228.0362951
36,Missouri,Male,50 to 54 years,3737943.39574534,15380154.6422714,189.9735195
36,Missouri,Male,55 to 59 years,3062733.78889609,12601934.8915097,155.6573377
36,Missouri,Male,60 to 64 years,3002957.75974314,12355980.2381247,152.6193402
36,Missouri,Male,65 to 69 years,3048698.58875417,12544185.6091467,154.9440266
36,Missouri,Male,70 to 74 years,3454817.77364772,0,175.5842244
36,Missouri,Male,75 to 79 years,3285772.38728725,0,166.9928297
36,Missouri,Male,80 to 84 years,2415811.59128605,0,122.7788069
36,Missouri,Male,85 and over,1704818.05680125,0,86.64397829
36,Missouri,Male,Total,55336455.3063581,182997955.634924,2812.364999
36,Montana,Female,15 to 19 years,2765383.61779591,7657796.17690022,114.9812143
36,Montana,Female,20 to 24 years,2254766.35243198,6243814.07423639,93.75038292
36,Montana,Female,25 to 29 years,2241064.45270453,6205871.28949075,93.18067496
36,Montana,Female,30 to 34 years,2356519.47819417,6525584.99832628,97.98115144
36,Montana,Female,35 to 39 years,2532726.04303035,7013529.58216767,105.3076014
36,Montana,Female,40 to 44 years,2831662.17811646,7841332.2702534,117.7369944
36,Montana,Female,45 to 49 years,3074148.63923997,8512816.64695689,127.8192802
36,Montana,Female,50 to 54 years,2920478.1975123,8087278.24657299,121.4298542
36,Montana,Female,55 to 59 years,2673339.2473803,7402910.3725084,111.1541237
36,Montana,Female,60 to 64 years,2599867.89072837,7199456.25841728,108.099276
36,Montana,Female,65 to 69 years,2667437.08440289,7386566.32505222,110.9087191
36,Montana,Female,70 to 74 years,3138530.53684591,0,130.4961995
36,Montana,Female,75 to 79 years,2883047.72563259,0,119.8735417
36,Montana,Female,80 to 84 years,2181267.18867611,0,90.69437903
36,Montana,Female,85 and over,1746761.91142992,0,72.62818957
36,Montana,Female,Total,38867000.5441218,80076956.2408825,1616.041582
36,Montana,Male,15 to 19 years,2321755.24750693,8326306.55032543,96.53569793
36,Montana,Male,20 to 24 years,1475843.75163297,5292688.5853595,61.36374915
36,Montana,Male,25 to 29 years,1410862.54307518,5059652.19487701,58.66191125
36,Montana,Male,30 to 34 years,1498627.27032798,5374395.11370846,62.31105955
36,Montana,Male,35 to 39 years,1559736.01142871,5593544.01489237,64.85188506
36,Montana,Male,40 to 44 years,1651783.14352156,5923644.54538815,68.67909043
36,Montana,Male,45 to 49 years,1656210.92171484,5939523.49671762,68.86319194
36,Montana,Male,50 to 54 years,1495124.53629252,5361833.56684653,62.16542022
36,Montana,Male,55 to 59 years,1424826.12116598,5109728.54631341,59.24249948
36,Montana,Male,60 to 64 years,1485319.27452095,5326669.81933095,61.75772962
36,Montana,Male,65 to 69 years,1530511.31860954,5488738.07054797,63.63675865
36,Montana,Male,70 to 74 years,1819280.12861687,0,75.64340692
36,Montana,Male,75 to 79 years,1762308.37681162,0,73.27459228
36,Montana,Male,80 to 84 years,1456218.4212824,0,60.54775231
36,Montana,Male,85 and over,1184326.3209038,0,49.24281665
36,Montana,Male,Total,23732733.3874118,62796724.5043074,986.7775614
36,Nebareska,Female,15 to 19 years,2630076.84976653,8531275.22550657,127.7860001
36,Nebareska,Female,20 to 24 years,2075887.10487993,6733629.94331624,100.8599083
36,Nebareska,Female,25 to 29 years,2195076.10978257,7120247.62133918,106.6508745
36,Nebareska,Female,30 to 34 years,2243376.25487002,7276920.54563396,108.9976053
36,Nebareska,Female,35 to 39 years,2405107.59039485,7801534.31730897,116.8555507
36,Nebareska,Female,40 to 44 years,2644000.41466145,8576439.59560828,128.4624962
36,Nebareska,Female,45 to 49 years,2856057.28507461,9264296.1215934,138.7655789
36,Nebareska,Female,50 to 54 years,2588799.33280231,8397381.85357773,125.7804736
36,Nebareska,Female,55 to 59 years,2307415.68454746,7484647.55555432,112.1090515
36,Nebareska,Female,60 to 64 years,2216834.39208527,7190825.74713618,107.7080314
36,Nebareska,Female,65 to 69 years,2252503.55153201,7306527.08731931,109.4410679
36,Nebareska,Female,70 to 74 years,2787567.57764393,0,135.4379096
36,Nebareska,Female,75 to 79 years,2746811.82419635,0,133.4577338
36,Nebareska,Female,80 to 84 years,2065331.29832689,0,100.3470395
36,Nebareska,Female,85 and over,1734742.07572784,0,84.28489497
36,Nebareska,Female,Total,35749587.346292,85683725.6138941,1736.944216
36,Nebareska,Male,15 to 19 years,1987165.50084048,7651397.36431848,96.54924376
36,Nebareska,Male,20 to 24 years,1288211.70610217,4960140.28453363,62.58958601
36,Nebareska,Male,25 to 29 years,1337641.99469941,5150467.04882704,64.99122642
36,Nebareska,Male,30 to 34 years,1359825.46177809,5235882.44148832,66.06904152
36,Nebareska,Male,35 to 39 years,1388285.57194218,5345465.46907491,67.45181619
36,Nebareska,Male,40 to 44 years,1423630.68791225,5481558.57609624,69.16910859
36,Nebareska,Male,45 to 49 years,1355137.56268813,5217832.1186914,65.84127332
36,Nebareska,Male,50 to 54 years,1156292.7087824,4452198.36023538,56.18011512
36,Nebareska,Male,55 to 59 years,1088314.13419494,4190453.13256883,52.87728002
36,Nebareska,Male,60 to 64 years,1149191.32854813,4424855.15103386,55.83508453
36,Nebareska,Male,65 to 69 years,1170055.58628672,4505191.04988175,56.84880397
36,Nebareska,Male,70 to 74 years,1427958.25479053,0,69.37936954
36,Nebareska,Male,75 to 79 years,1412234.40890283,0,68.61540427
36,Nebareska,Male,80 to 84 years,1121459.25256358,0,54.48768243
36,Nebareska,Male,85 and over,920680.319237283,0,44.73255425
36,Nebareska,Male,Total,19586084.4792691,56615440.9967498,951.6175899
36,Nevada,Female,15 to 19 years,5032290.80020936,15264739.7735039,223.376411
36,Nevada,Female,20 to 24 years,4146469.07213903,12577725.3100022,184.0560128
36,Nevada,Female,25 to 29 years,4716006.54971745,14305336.3984016,209.3369917
36,Nevada,Female,30 to 34 years,5138570.07506951,15587122.8667045,228.0940007
36,Nevada,Female,35 to 39 years,5832403.17398901,17691767.077808,258.8922899
36,Nevada,Female,40 to 44 years,6330622.53170684,19203044.7737171,281.0075563
36,Nevada,Female,45 to 49 years,6062072.37696168,18388436.0018734,269.0869873
36,Nevada,Female,50 to 54 years,5187159.6490329,15734512.4416921,230.2508245
36,Nevada,Female,55 to 59 years,4546321.79924303,13790621.7957765,201.8049209
36,Nevada,Female,60 to 64 years,4688228.931974,14221076.9382043,208.1039817
36,Nevada,Female,65 to 69 years,4680548.72070871,14197780.1075908,207.7630678
36,Nevada,Female,70 to 74 years,5003230.22209396,0,222.0864522
36,Nevada,Female,75 to 79 years,4080869.29742364,0,181.1441297
36,Nevada,Female,80 to 84 years,2696409.17599418,0,119.6898646
36,Nevada,Female,85 and over,1930741.51189019,0,85.70293861
36,Nevada,Female,Total,70071943.8881535,170962163.485274,3110.39643
36,Nevada,Male,15 to 19 years,4133364.41582881,15530909.9710549,183.4743152
36,Nevada,Male,20 to 24 years,2598958.18506961,9765455.33616074,115.3641502
36,Nevada,Male,25 to 29 years,2818581.66686975,10590679.5797104,125.112932
36,Nevada,Male,30 to 34 years,3155258.88340307,11855727.3744948,140.0575669
36,Nevada,Male,35 to 39 years,3488785.77159524,13108937.9681704,154.862363
36,Nevada,Male,40 to 44 years,3725690.97383426,13999097.4115427,165.3782564
36,Nevada,Male,45 to 49 years,3266113.31792925,12272257.3653964,144.9782415
36,Nevada,Male,50 to 54 years,2582885.12748408,9705061.62653174,114.6506895
36,Nevada,Male,55 to 59 years,2253197.2941659,8466276.08945005,100.0163037
36,Nevada,Male,60 to 64 years,2440404.20408548,9169696.68618863,108.3261588
36,Nevada,Male,65 to 69 years,2404392.07392033,9034382.90903438,106.7276303
36,Nevada,Male,70 to 74 years,2607368.07776225,0,115.7374537
36,Nevada,Male,75 to 79 years,2301163.83302378,0,102.1454718
36,Nevada,Male,80 to 84 years,1652928.71916347,0,73.37121395
36,Nevada,Male,85 and over,1179820.14889847,0,52.37058051
36,Nevada,Male,Total,40608912.6930337,123498482.317735,1802.573327
36,New Hampshire,Female,15 to 19 years,2608987.44908012,9854197.8136049,131.0562565
36,New Hampshire,Female,20 to 24 years,1962068.28887522,7410771.19753671,98.5598168
36,New Hampshire,Female,25 to 29 years,2052743.34448731,7753252.697429,103.1146618
36,New Hampshire,Female,30 to 34 years,2359334.47447004,8911253.53174184,118.5155353
36,New Hampshire,Female,35 to 39 years,2924593.75178792,11046249.1357374,146.9099858
36,New Hampshire,Female,40 to 44 years,3534780.23937081,13350935.7121143,177.5612474
36,New Hampshire,Female,45 to 49 years,3583697.5813923,13535697.4920015,180.0184933
36,New Hampshire,Female,50 to 54 years,2945725.57625484,11126064.4596988,147.9714925
36,New Hampshire,Female,55 to 59 years,2362304.17213975,8922470.13927832,118.664711
36,New Hampshire,Female,60 to 64 years,2302660.79756504,8697195.9197579,115.6686684
36,New Hampshire,Female,65 to 69 years,2189878.29719259,8271214.15852904,110.0033088
36,New Hampshire,Female,70 to 74 years,2457571.70888562,0,123.4502483
36,New Hampshire,Female,75 to 79 years,2365668.10282924,0,118.83369
36,New Hampshire,Female,80 to 84 years,1826564.54570171,0,91.75310972
36,New Hampshire,Female,85 and over,1438814.76469051,0,72.27542508
36,New Hampshire,Female,Total,36915393.094723,108879302.25743,1854.356651
36,New Hampshire,Male,15 to 19 years,1763569.2344082,8412578.22343718,88.58869064
36,New Hampshire,Male,20 to 24 years,1010934.26654479,4822358.78815101,50.78186966
36,New Hampshire,Male,25 to 29 years,983823.537786519,4693035.18580893,49.42002691
36,New Hampshire,Male,30 to 34 years,1103476.04278603,5263801.58289702,55.43048488
36,New Hampshire,Male,35 to 39 years,1365812.69518928,6515199.92108451,68.60834038
36,New Hampshire,Male,40 to 44 years,1659378.59589377,7915568.02414856,83.35492263
36,New Hampshire,Male,45 to 49 years,1637826.81293659,7812761.70589099,82.27232026
36,New Hampshire,Male,50 to 54 years,1353629.75537072,6457084.8597558,67.99635948
36,New Hampshire,Male,55 to 59 years,1122766.10217189,5355819.02703938,56.39947496
36,New Hampshire,Male,60 to 64 years,1124411.45969476,5363667.7117389,56.48212557
36,New Hampshire,Male,65 to 69 years,1094142.78849198,5219280.09187983,54.96165113
36,New Hampshire,Male,70 to 74 years,1220273.95524811,0,61.2975492
36,New Hampshire,Male,75 to 79 years,1187955.80461141,0,59.67412405
36,New Hampshire,Male,80 to 84 years,933719.212583011,0,46.90315574
36,New Hampshire,Male,85 and over,763764.707276514,0,38.36589687
36,New Hampshire,Male,Total,18325484.9709936,67831155.1218321,920.5369924
36,New Jeresy,Female,15 to 19 years,16055806.8433063,64256552.9915806,748.5538714
36,New Jeresy,Female,20 to 24 years,11080570.2359243,44345279.9034159,516.5983764
36,New Jeresy,Female,25 to 29 years,11861253.6358156,47469633.8984737,552.9954001
36,New Jeresy,Female,30 to 34 years,13305136.9834296,53248164.2299033,620.3121335
36,New Jeresy,Female,35 to 39 years,15763052.0071851,63084926.0017725,734.9050546
36,New Jeresy,Female,40 to 44 years,19150734.3116564,76642686.7322243,892.8455885
36,New Jeresy,Female,45 to 49 years,19153624.88352,76654255.0193831,892.9803527
36,New Jeresy,Female,50 to 54 years,16115424.4309817,64495147.0852366,751.3333628
36,New Jeresy,Female,55 to 59 years,12997540.2037866,52017138.6598984,605.9713556
36,New Jeresy,Female,60 to 64 years,12663096.3889563,50678669.2251279,590.3789152
